#FoodID	MCT.f.0545	MCT.f.0546	MCT.f.0547	MCT.f.0548	MCT.f.0549	MCT.f.0550	MCT.f.0551	MCT.f.0552	MCT.f.0553	MCT.f.0554	MCT.f.0555	MCT.f.0556	MCT.f.0557	MCT.f.0558	MCT.f.0559	MCT.f.0560	MCT.f.0561	taxonomy
Macaroni or noodles with cheese Easy Mac type	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_Mixtures_mainly_grain_pasta_or_bread;L5_Macaroni_or_noodles_with_cheese;Macaroni_or_noodles_with_cheese_Easy_Mac_type
Macaroni or noodles with cheese made from packaged mix	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_Mixtures_mainly_grain_pasta_or_bread;L5_Macaroni_or_noodles_with_cheese;Macaroni_or_noodles_with_cheese_made_from_packaged_mix
Macaroni or noodles with cheese made from reduced fat packaged mix	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_Mixtures_mainly_grain_pasta_or_bread;L5_Macaroni_or_noodles_with_cheese;Macaroni_or_noodles_with_cheese_made_from_reduced_fat_packaged_mix
Macaroni or pasta salad made with Italian dressing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_Mixtures_mainly_grain_pasta_or_bread;L5_Macaroni_or_pasta_salad;Macaroni_or_pasta_salad_made_with_Italian_dressing
Macaroni or pasta salad made with mayonnaise	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_Mixtures_mainly_grain_pasta_or_bread;L5_Macaroni_or_pasta_salad;Macaroni_or_pasta_salad_made_with_mayonnaise
Macaroni or pasta salad with cheese	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_Mixtures_mainly_grain_pasta_or_bread;L5_Macaroni_or_pasta_salad;Macaroni_or_pasta_salad_with_cheese
Macaroni whole wheat cooked fat not added in cooking	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Grain_Product;L2_Pastas_cooked_cereals_rice;L3_Pastas;L4_Macaroni;L5_Macaroni_whole_wheat;Macaroni_whole_wheat_cooked_fat_not_added_in_cooking
Mango cooked	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Fruits;L2_Other_fruits;L3_Fruits_excluding_berries;L4_Fruits_excluding_berries;L5_Mango;Mango_cooked
Mango dried	0	0	0	0	0	60.804525	30.4022625	15.20113125	7.600565625	3.8002828125	1.90014140625	0.950070703125	0.4750353515625	0.23751767578125	0.118758837890625	0.0593794189453125	0.0296897094726562	L1_Fruits;L2_Dried_fruits;L3_Dried_fruits;L4_Dried_fruits;L5_Lychee_or_mango;Mango_dried
Mango raw	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Fruits;L2_Other_fruits;L3_Fruits_excluding_berries;L4_Fruits_excluding_berries;L5_Mango;Mango_raw
Manhattan	0	0	0	0	34.8957	17.44785	8.723925	4.3619625	2.18098125	1.090490625	0.5452453125	0.27262265625	0.136311328125	0.0681556640625	0.03407783203125	0.017038916015625	0.0085194580078125	L1_Sugars_Sweets_and_Beverages;L2_Alcoholic_beverages;L3_Cocktails;L4_;L5_;Manhattan
Maple and corn andor cane pancake syrup blends formerly Corn and maple syrup 2 maple 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Syrups_honey_molasses_sweet_toppings;L4_Syrups_honey_molasses;L5_Thin_syrups;Maple_and_corn_andor_cane_pancake_syrup_blends_formerly_Corn_and_maple_syrup_2_maple_
Maple syrup 100 maple 	13.522	6.761	3.3805	1.69025	0.845125	0.4225625	27.25528125	13.627640625	6.8138203125	3.40691015625	1.703455078125	0.8517275390625	0.42586376953125	53.4558068847656	26.7279034423828	13.3639517211914	6.6819758605957	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Syrups_honey_molasses_sweet_toppings;L4_Syrups_honey_molasses;L5_Thin_syrups;Maple_syrup_100_maple_
Margarine NFS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Fats_Oils_and_Salad_Dressings;L2_Fats;L3_Table_fats;L4_Table_fats;L5_Margarine_stick_or_tub;Margarine_NFS
Margarita	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Sugars_Sweets_and_Beverages;L2_Alcoholic_beverages;L3_Cocktails;L4_;L5_;Margarita
Marinated fish Ceviche 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Meat_Poultry_Fish_and_Mixtures;L2_Meatpoultry_fish_with_nonmeat;L3_meatpoultryfish_in_gravy;L4_Fish_shellfish_with_gravy_or_sauce;L5_;Marinated_fish_Ceviche_
Marmalade all flavors	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Jellies_jams_preserves;L4_Jellies_jams_preserves;L5_Marmalade;Marmalade_all_flavors
Marshmallow	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_Candies;L5_Marshmallow;Marshmallow
Marshmallow coconut coated	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_Candies;L5_Marshmallow;Marshmallow_coconut_coated
Martini	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Sugars_Sweets_and_Beverages;L2_Alcoholic_beverages;L3_Cocktails;L4_;L5_;Martini
Matzo ball soup	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Soups_with_grain_product_as_major_ingredient;L4_;L5_;Matzo_ball_soup
Mayonnaise regular	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Fats_Oils_and_Salad_Dressings;L2_Salad_dressings;L3_Regular_salad_dressings;L4_;L5_Sesame_oil;Mayonnaise_regular
Mayonnaise type salad dressing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Fats_Oils_and_Salad_Dressings;L2_Salad_dressings;L3_Regular_salad_dressings;L4_;L5_;Mayonnaise_type_salad_dressing
Mayonnaise type salad dressing light	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Fats_Oils_and_Salad_Dressings;L2_Salad_dressings;L3_Light_salad_dressings;L4_;L5_;Mayonnaise_type_salad_dressing_light
Meat and corn hominy soup Mexican style home recipe Pozole 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Meat_Poultry_Fish_and_Mixtures;L2_Frozen_and_shelfstable_plate_meals_soups_and_gravies;L3_Soups_broths_extracts_from_meat_poultry_fish_base;L4_Beef_soups;L5_;Meat_and_corn_hominy_soup_Mexican_style_home_recipe_Pozole_
Meat and rice noodle soup Asian style Vietnamese Pho Bo 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Meat_Poultry_Fish_and_Mixtures;L2_Frozen_and_shelfstable_plate_meals_soups_and_gravies;L3_Soups_broths_extracts_from_meat_poultry_fish_base;L4_Beef_soups;L5_;Meat_and_rice_noodle_soup_Asian_style_Vietnamese_Pho_Bo_
Meat loaf made with beef	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Meat_Poultry_Fish_and_Mixtures;L2_Meatpoultry_fish_with_nonmeat;L3_Meatpoultry_fish_with_starch_item;L4_Beef_with_starch_item;L5_;Meat_loaf_made_with_beef
Meat loaf made with beef and pork	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Meat_Poultry_Fish_and_Mixtures;L2_Meatpoultry_fish_with_nonmeat;L3_Meatpoultry_fish_with_starch_item;L4_Miscellaneous_meats_with_starch_item;L5_;Meat_loaf_made_with_beef_and_pork
Meat loaf made with beef with tomato based sauce	0	0	0	0	0	0	16.9182	8.4591	4.22955	2.114775	1.0573875	0.52869375	0.264346875	0.1321734375	0.06608671875	0.033043359375	50.7711216796875	L1_Meat_Poultry_Fish_and_Mixtures;L2_Meatpoultry_fish_with_nonmeat;L3_Meatpoultry_fish_with_starch_item;L4_Beef_with_starch_item;L5_;Meat_loaf_made_with_beef_with_tomato_based_sauce
Meat loaf made with ham not luncheon meat 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Meat_Poultry_Fish_and_Mixtures;L2_Meatpoultry_fish_with_nonmeat;L3_Meatpoultry_fish_with_starch_item;L4_Pork_with_starch_item;L5_;Meat_loaf_made_with_ham_not_luncheon_meat_
Meat loaf NS as to type of meat	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Meat_Poultry_Fish_and_Mixtures;L2_Meatpoultry_fish_with_nonmeat;L3_Meatpoultry_fish_with_starch_item;L4_Miscellaneous_meats_with_starch_item;L5_;Meat_loaf_NS_as_to_type_of_meat
Meat substitute cereal and vegetable protein based fried	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Grain_Product;L2_Meat_substitutes_mainly_cereal_protein;L3_Meat_substitutes_mainly_cereal_protein;L4_;L5_;Meat_substitute_cereal_and_vegetable_protein_based_fried
Milk almond ready to drink	0	0	20.09	10.045	5.0225	72.7688499999999	76.5316249999999	38.2658125	34.20040625	17.100203125	8.5501015625	4.27505078125	7.155925390625	6.5890026953125	3.29450134765625	1.64725067382812	5.84202533691406	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Milk_fluid_imitation;L4_Milk_almond;L5_;Milk_almond_ready_to_drink
Milk almond ready to drink chocolate	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Milk_fluid_imitation;L4_Milk_almond;L5_;Milk_almond_ready_to_drink_chocolate
Milk chocolate candy plain	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_Candies;L5_Milk_or_white_chocolate;Milk_chocolate_candy_plain
Milk chocolate candy with almonds	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_Candies;L5_Milk_or_white_chocolate;Milk_chocolate_candy_with_almonds
Milk chocolate NFS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Flavored_milk_and_milk_drinks_fluid;L4_Chololate_or_other_flavored;L5_;Milk_chocolate_NFS
Milk chocolate reduced fat milk based 2 formerly lowfat 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Flavored_milk_and_milk_drinks_fluid;L4_Chololate_or_other_flavored;L5_;Milk_chocolate_reduced_fat_milk_based_2_formerly_lowfat_
Milk cows fluid 1 fat	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Milk_fluid;L4_Milk_fluid_cow_goat_buttermilk;L5_;Milk_cows_fluid_1_fat
Milk cows fluid 2 fat	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Milk_fluid;L4_Milk_fluid_cow_goat_buttermilk;L5_;Milk_cows_fluid_2_fat
Milk cows fluid lactose reduced 2 fat	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Milk_fluid;L4_Milk_fluid_cow_goat_buttermilk;L5_;Milk_cows_fluid_lactose_reduced_2_fat
Milk cows fluid lactose reduced nonfat	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Milk_fluid;L4_Milk_fluid_cow_goat_buttermilk;L5_;Milk_cows_fluid_lactose_reduced_nonfat
Milk cows fluid skim or nonfat 0 5 or less butterfat	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Milk_fluid;L4_Milk_fluid_cow_goat_buttermilk;L5_;Milk_cows_fluid_skim_or_nonfat_0_5_or_less_butterfat
Milk cows fluid whole	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Milk_fluid;L4_Milk_fluid_cow_goat_buttermilk;L5_;Milk_cows_fluid_whole
Milk NFS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Milk_fluid;L4_;L5_;Milk_NFS
Milk shake made with skim milk chocolate	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Flavored_milk_and_milk_drinks_fluid;L4_Milkshake;L5_;Milk_shake_made_with_skim_milk_chocolate
Milk shake with malt	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Flavored_milk_and_milk_drinks_fluid;L4_Milkshake;L5_;Milk_shake_with_malt
Milk soy ready to drink not babys	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Milk_fluid_imitation;L4_Milk_soy;L5_;Milk_soy_ready_to_drink_not_babys
Minestrone soup home recipe	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Vegetables;L2_Other_vegetables;L3_Vegetable_soups;L4_Vegetable_soup_with_meat_pasta_or_noodles;L5_;Minestrone_soup_home_recipe
Mixed nuts dry roasted	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Nuts_nut_butters_and_nut_mixtures;L3_Nuts;L4_Mixed_nuts_NFS;L5_Mixed_nuts_NFS;Mixed_nuts_dry_roasted
Mixed nuts honey roasted with peanuts	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Nuts_nut_butters_and_nut_mixtures;L3_Nuts;L4_Mixed_nuts_NFS;L5_Mixed_nuts_NFS;Mixed_nuts_honey_roasted_with_peanuts
Mixed nuts NFS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Nuts_nut_butters_and_nut_mixtures;L3_Nuts;L4_Mixed_nuts_NFS;L5_Mixed_nuts_NFS;Mixed_nuts_NFS
Mixed nuts roasted with peanuts	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Nuts_nut_butters_and_nut_mixtures;L3_Nuts;L4_Mixed_nuts_NFS;L5_Mixed_nuts_NFS;Mixed_nuts_roasted_with_peanuts
Mixed salad greens raw	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_raw;L4_Other_vegetables_raw;L5_;Mixed_salad_greens_raw
Mixed seeds	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Seeds_and_seed_mixtures;L3_Seeds;L4_Seeds_NS;L5_Mixed_seeds;Mixed_seeds
Mixed vegetable juice vegetables other than tomato 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_raw;L4_Mixed_vegetable_juice;L5_;Mixed_vegetable_juice_vegetables_other_than_tomato_
Mixed vegetables corn lima beans peas green beans and carrots cooked from frozen fat not added in cooking	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetable_mixtures_cooked;L4_Other_vegetable_mixtures_cooked;L5_Mixed_vegetables;Mixed_vegetables_corn_lima_beans_peas_green_beans_and_carrots_cooked_from_frozen_fat_not_added_in_cooking
MMs Milk Chocolate Candies formerly MMs Plain Chocolate Candies 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_Candies;L5_Chocolate_candy;MMs_Milk_Chocolate_Candies_formerly_MMs_Plain_Chocolate_Candies_
MMs Peanut Butter Chocolate Candies	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_Candies;L5_Coated_peanut_candy;MMs_Peanut_Butter_Chocolate_Candies
MMs Peanut Chocolate Candies	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_Candies;L5_Coated_peanut_candy;MMs_Peanut_Chocolate_Candies
Mueslix cereal NFS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Grain_Product;L2_Cereals_not_cooked_or_NS_as_to_cooked;L3_Readytoeat_cereals;L4_;L5_;Mueslix_cereal_NFS
Muffin carrot	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Grain_Product;L2_Quick_breads;L3_Other_muffins_popovers;L4_Muffin;L5_;Muffin_carrot
Muffin chocolate	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Grain_Product;L2_Quick_breads;L3_Other_muffins_popovers;L4_Muffin;L5_;Muffin_chocolate
Muffin English	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Grain_Product;L2_Yeast;L3_White_breads_rolls;L4_Bagels_bread_sticks_English_muffins;L5_Muffin_English;Muffin_English
Muffin English whole wheat NS as to 100 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Grain_Product;L2_Yeast;L3_Wheat_cracked_wheat_breads_rolls;L4_Wheat_cracked_wheat_breads_rolls;L5_Muffin_English_wheat_or_whole_wheat;Muffin_English_whole_wheat_NS_as_to_100_
Muffin fruit	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Grain_Product;L2_Quick_breads;L3_Other_muffins_popovers;L4_Muffin;L5_;Muffin_fruit
Muffin wheat bran	0	0	0	0	0	0	48.02	24.01	12.005	6.0025	3.00125	1.500625	0.7503125	0.37515625	0.187578125	0.0937890625	0.04689453125	L1_Grain_Product;L2_Quick_breads;L3_Other_muffins_popovers;L4_Muffin;L5_;Muffin_wheat_bran
Multigrain mixture bread sticks sesame nuggets pretzels rye chips	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Grain_Product;L2_Crackers_and_salty_snacks_from_grain;L3_Salty_snacks_from_grain_products;L4_Salty_snacks_from_grain_products;L5_Snack_mix;Multigrain_mixture_bread_sticks_sesame_nuggets_pretzels_rye_chips
Multigrain mixture pretzels cereal andor crackers nuts	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Grain_Product;L2_Crackers_and_salty_snacks_from_grain;L3_Salty_snacks_from_grain_products;L4_Salty_snacks_from_grain_products;L5_Snack_mix;Multigrain_mixture_pretzels_cereal_andor_crackers_nuts
Mushroom soup cream of prepared with milk	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Vegetables;L2_Other_vegetables;L3_Vegetable_soups;L4_Vegetable_soups;L5_Mushroom;Mushroom_soup_cream_of_prepared_with_milk
Mushrooms batter dipped fried	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Vegetables;L2_Other_vegetables;L3_Other_cooked_vegetables_cooked_with_sauces_batters_casseroles;L4_Other_cooked_vegetables_cooked_with_sauces_batters_casseroles;L5_Mushrooms_or_okra;Mushrooms_batter_dipped_fried
Mushrooms cooked from canned fat not added in cooking	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_cooked;L4_Other_vegetables_cooked;L5_Mushrooms;Mushrooms_cooked_from_canned_fat_not_added_in_cooking
Mushrooms cooked from fresh fat added in cooking	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_cooked;L4_Other_vegetables_cooked;L5_Mushrooms;Mushrooms_cooked_from_fresh_fat_added_in_cooking
Mushrooms cooked from fresh fat added in cooking W ANIMAL FAT OR MEAT DRIPPINGS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_cooked;L4_Other_vegetables_cooked;L5_Mushrooms;Mushrooms_cooked_from_fresh_fat_added_in_cooking_W_ANIMAL_FAT_OR_MEAT_DRIPPINGS
Mushrooms cooked from fresh fat added in cooking W BUTTER NFS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_cooked;L4_Other_vegetables_cooked;L5_Mushrooms;Mushrooms_cooked_from_fresh_fat_added_in_cooking_W_BUTTER_NFS
Mushrooms cooked from fresh fat added in cooking W VEGETABLE OIL NFS INCLUDE OIL NFS 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_cooked;L4_Other_vegetables_cooked;L5_Mushrooms;Mushrooms_cooked_from_fresh_fat_added_in_cooking_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_
Mushrooms cooked from fresh fat not added in cooking	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_cooked;L4_Other_vegetables_cooked;L5_Mushrooms;Mushrooms_cooked_from_fresh_fat_not_added_in_cooking
Mushrooms cooked from frozen fat added in cooking	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_cooked;L4_Other_vegetables_cooked;L5_Mushrooms;Mushrooms_cooked_from_frozen_fat_added_in_cooking
Mushrooms cooked NS as to form fat added in cooking	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_cooked;L4_Other_vegetables_cooked;L5_Mushrooms;Mushrooms_cooked_NS_as_to_form_fat_added_in_cooking
Mushrooms cooked NS as to form NS as to fat added in cooking	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_cooked;L4_Other_vegetables_cooked;L5_Mushrooms;Mushrooms_cooked_NS_as_to_form_NS_as_to_fat_added_in_cooking
Mushrooms from fresh creamed	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Vegetables;L2_Other_vegetables;L3_Other_cooked_vegetables_cooked_with_sauces_batters_casseroles;L4_Other_cooked_vegetables_cooked_with_sauces_batters_casseroles;L5_Mushrooms_or_okra;Mushrooms_from_fresh_creamed
Mushrooms raw	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_raw;L4_Other_vegetables_raw;L5_;Mushrooms_raw
Mustard	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Vegetables;L2_Other_vegetables;L3_Olives_pickles_relishes_excluding_tomatoes;L4_;L5_;Mustard
Mustard greens cooked from fresh fat not added in cooking	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Vegetables;L2_Darkgreen_vegetables;L3_Darkgreen_leafy_vegetables;L4_Darkgreen_leafy_vegetables;L5_Mustard_greens;Mustard_greens_cooked_from_fresh_fat_not_added_in_cooking
Naan Indian flatbread	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Grain_Product;L2_Yeast;L3_White_breads_rolls;L4_White_breads_rolls;L5_Flatbread;Naan_Indian_flatbread
Nachos with chicken cheese and sour cream	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_Mixtures_mainly_grain_pasta_or_bread;L5_Nachos_gordita_chimichanga_quesadilla_taquito;Nachos_with_chicken_cheese_and_sour_cream
Nature Valley Chewy Granola Bar with Yogurt Coating	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Bars;L4_Cereal_bars_granola_bars;L5_;Nature_Valley_Chewy_Granola_Bar_with_Yogurt_Coating
Nature Valley Chewy Trail Mix Granola Bar	0	0	0	31.745	15.8725	7.93625	3.968125	1.9840625	0.99203125	0.496015625	0.2480078125	0.12400390625	0.062001953125	0.0310009765625	0.01550048828125	0.007750244140625	0.0038751220703125	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Bars;L4_Cereal_bars_granola_bars;L5_;Nature_Valley_Chewy_Trail_Mix_Granola_Bar
Nature Valley Crunchy Granola Bar	0	10.0905	5.04525	2.522625	1.2613125	0.63065625	0.315328125	0.1576640625	0.07883203125	0.039416015625	0.0197080078125	0.00985400390625	0.004927001953125	0.0024635009765625	0.00123175048828125	0.000615875244140625	0.000307937622070313	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Bars;L4_Cereal_bars_granola_bars;L5_;Nature_Valley_Crunchy_Granola_Bar
Nature Valley Granola with fruit and nuts	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Grain_Product;L2_Cereals_not_cooked_or_NS_as_to_cooked;L3_Readytoeat_cereals;L4_;L5_;Nature_Valley_Granola_with_fruit_and_nuts
Nature Valley Sweet and Salty Granola Bar	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Bars;L4_Cereal_bars_granola_bars;L5_;Nature_Valley_Sweet_and_Salty_Granola_Bar
Nectarine raw	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Fruits;L2_Other_fruits;L3_Fruits_excluding_berries;L4_Fruits_excluding_berries;L5_Nectarine;Nectarine_raw
Nonalcoholic malt beverage	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Nonalcoholic_beers_wines_cocktails;L4_;L5_;Nonalcoholic_malt_beverage
