wc -l	Sample	seq count
660800	MCT_f_0596_S464_R1_001.fastq	165200
2758728	MCT_f_0597_S41_R1_001.fastq	689682
3316964	MCT_f_0598_S38_R1_001.fastq	829241
1763988	MCT_f_0599_S522_R1_001.fastq	440997
1208948	MCT_f_0600_S261_R1_001.fastq	302237
2222172	MCT_f_0601_S72_R1_001.fastq	555543
1654476	MCT_f_0602_S244_R1_001.fastq	413619
1129116	MCT_f_0603_S266_R1_001.fastq	282279
3358932	MCT_f_0604_S530_R1_001.fastq	839733
3131052	MCT_f_0605_S457_R1_001.fastq	782763
2658680	MCT_f_0606_S218_R1_001.fastq	664670
984344	MCT_f_0607_S232_R1_001.fastq	246086
2625664	MCT_f_0608_S51_R1_001.fastq	656416
884464	MCT_f_0609_S25_R1_001.fastq	221116
822544	MCT_f_0610_S190_R1_001.fastq	205636
3082680	MCT_f_0611_S7_R1_001.fastq	770670
41596	MCT_f_0612_S163_R1_001.fastq	10399
2855800	MCT_f_0613_S409_R1_001.fastq	713950
1758304	MCT_f_0614_S453_R1_001.fastq	439576
2547368	MCT_f_0615_S498_R1_001.fastq	636842
537704	MCT_f_0616_S278_R1_001.fastq	134426
278032	MCT_f_0617_S253_R1_001.fastq	69508
2384352	MCT_f_0618_S500_R1_001.fastq	596088
229708	MCT_f_0619_S230_R1_001.fastq	57427
4469072	MCT_f_0620_S390_R1_001.fastq	1117268
1009212	MCT_f_0621_S398_R1_001.fastq	252303
1821200	MCT_f_0622_S527_R1_001.fastq	455300
2768160	MCT_f_0623_S50_R1_001.fastq	692040
2530972	MCT_f_0624_S411_R1_001.fastq	632743
304964	MCT_f_0625_S192_R1_001.fastq	76241
41640	MCT_f_0626_S439_R1_001.fastq	10410
3582640	MCT_f_0627_S382_R1_001.fastq	895660
1280204	MCT_f_0628_S130_R1_001.fastq	320051
164296	MCT_f_0629_S353_R1_001.fastq	41074
