#FoodID	MCTs01	MCTs03	MCTs04	MCTs05	MCTs06	MCTs07	MCTs08	MCTs09	MCTs10	MCTs13	MCTs14	MCTs15	MCTs16	MCTs18	MCTs19	MCTs20	MCTs21	MCTs22	MCTs23	MCTs24	MCTs25	MCTs26	MCTs27	MCTs28	MCTs29	MCTs31	MCTs32	MCTs33	MCTs34	MCTs35	MCTs36	MCTs37	taxonomy
Pizza with meat and vegetables prepared from frozen thin crust	0	0	0	0	0	0	0	0	2.90743970588235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_Mixtures_mainly_grain_pasta_or_bread;L5_Pizza;Pizza_with_meat_and_vegetables_prepared_from_frozen_thin_crust
Pizza with meat and vegetables regular crust	8.928	46.5	0	0	21.0070588235294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.856	0	0	0	0	0	0	8.10376470588235	0	0	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_Mixtures_mainly_grain_pasta_or_bread;L5_Pizza;Pizza_with_meat_and_vegetables_regular_crust
Pizza with meat and vegetables thick crust	0	0	14.1909352941176	0	9.46062352941176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_Mixtures_mainly_grain_pasta_or_bread;L5_Pizza;Pizza_with_meat_and_vegetables_thick_crust
Pizza with meat and vegetables thin crust	0	0	0	0	0	0	0	0	0	0	0	0	0	19.4293647058824	0	0	0	9.71468235294118	0	0	0	0	15.14765	0	0	0	0	0	0	0	0	0	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_Mixtures_mainly_grain_pasta_or_bread;L5_Pizza;Pizza_with_meat_and_vegetables_thin_crust
Pizza with meat other than pepperoni from restaurant or fast food NS as to type of crust	0	0	0	0	0	0	0	0	0	2.31109411764706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.15554705882353	0	0	0	32.3553176470588	0	0	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_Mixtures_mainly_grain_pasta_or_bread;L5_Pizza;Pizza_with_meat_other_than_pepperoni_from_restaurant_or_fast_food_NS_as_to_type_of_crust
Pizza with meat other than pepperoni from restaurant or fast food regular crust	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.4887529411765	0	0	0	0	0	0	0	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_Mixtures_mainly_grain_pasta_or_bread;L5_Pizza;Pizza_with_meat_other_than_pepperoni_from_restaurant_or_fast_food_regular_crust
Pizza with meat other than pepperoni from restaurant or fast food thick crust	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0414	0	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_Mixtures_mainly_grain_pasta_or_bread;L5_Pizza;Pizza_with_meat_other_than_pepperoni_from_restaurant_or_fast_food_thick_crust
Pizza with meat other than pepperoni from restaurant or fast food thin crust	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.31788235294118	29.9373176470588	0	0	0	0	0	0	0	0	0	0	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_Mixtures_mainly_grain_pasta_or_bread;L5_Pizza;Pizza_with_meat_other_than_pepperoni_from_restaurant_or_fast_food_thin_crust
Pizza with meat prepared from frozen thick crust	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.6161941176471	3.61418823529412	0	0	18.0709411764706	0	0	0	0	0	0	0	0	0	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_Mixtures_mainly_grain_pasta_or_bread;L5_Pizza;Pizza_with_meat_prepared_from_frozen_thick_crust
Pizza with meat prepared from frozen thin crust	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.66379705882353	0	0	0	0	0	0	0	0	7.24784776470588	0	0	0	0	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_Mixtures_mainly_grain_pasta_or_bread;L5_Pizza;Pizza_with_meat_prepared_from_frozen_thin_crust
Pizza with pepperoni from restaurant or fast food regular crust	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.49472941176471	0	0	0	9.04277647058824	0	0	0	0	0	0	0	0	0	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_Mixtures_mainly_grain_pasta_or_bread;L5_Pizza;Pizza_with_pepperoni_from_restaurant_or_fast_food_regular_crust
Pizza with pepperoni from restaurant or fast food thin crust	0	0	0	0	11.0407794117647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.1881617647059	0	0	0	0	0	0	0	0	0	0	0	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_Mixtures_mainly_grain_pasta_or_bread;L5_Pizza;Pizza_with_pepperoni_from_restaurant_or_fast_food_thin_crust
Rice with Spanish sausage Puerto Rican style	0	3.421125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.60994117647059	0	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_Mixtures_mainly_grain_pasta_or_bread;L5_Puerto_Rican_rice_dishes;Rice_with_Spanish_sausage_Puerto_Rican_style
Spinach quiche meatless	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.83011764705882	0	0	0	0	0	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_Mixtures_mainly_grain_pasta_or_bread;L5_Quiche;Spinach_quiche_meatless
Ravioli cheese filled with tomato sauce	0	8.8203125	0	0	6.64117647058824	0	0	2.52364705882353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_Mixtures_mainly_grain_pasta_or_bread;L5_Ravioli;Ravioli_cheese_filled_with_tomato_sauce
Ravioli cheese filled with tomato sauce canned	0	0	0	0	0	0	0	1.40367647058824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_Mixtures_mainly_grain_pasta_or_bread;L5_Ravioli;Ravioli_cheese_filled_with_tomato_sauce_canned
Rice brown with beans W O FAT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.7204375	0	0	0	0	0	0	0	0	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_Mixtures_mainly_grain_pasta_or_bread;L5_Rice_brown_with_vegetables;Rice_brown_with_beans_W_O_FAT
Rice brown with other vegetables NS as to fat added in cooking	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.80976470588235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_Mixtures_mainly_grain_pasta_or_bread;L5_Rice_brown_with_vegetables;Rice_brown_with_other_vegetables_NS_as_to_fat_added_in_cooking
Rice brown with tomatoes andor tomato based sauce fat not added in cooking	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.751870588235294	0	0	0	0	0	0	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_Mixtures_mainly_grain_pasta_or_bread;L5_Rice_brown_with_vegetables;Rice_brown_with_tomatoes_andor_tomato_based_sauce_fat_not_added_in_cooking
Rice brown with tomatoes andor tomato based sauce NS as to fat added in cooking	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.19044705882353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_Mixtures_mainly_grain_pasta_or_bread;L5_Rice_brown_with_vegetables;Rice_brown_with_tomatoes_andor_tomato_based_sauce_NS_as_to_fat_added_in_cooking
Biryani with vegetables	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.87	0	0	0	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_Mixtures_mainly_grain_pasta_or_bread;L5_Rice_with_vegetables_or_lentils;Biryani_with_vegetables
Hopping John blackeye peas and rice 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.01468235294118	0	0	0	0	0	0	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_Mixtures_mainly_grain_pasta_or_bread;L5_Rice_with_vegetables_or_lentils;Hopping_John_blackeye_peas_and_rice_
Red beans and rice	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.6743529411765	0	0	0	0	0	0	6.202	0	0	0	0	0	0	0	0	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_Mixtures_mainly_grain_pasta_or_bread;L5_Rice_with_vegetables_or_lentils;Red_beans_and_rice
Rice white with carrots dark green vegetables and tomatoes andor tomato based sauce fat added in cooking	0	0	2.04199411764706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_Mixtures_mainly_grain_pasta_or_bread;L5_Rice_with_vegetables_or_lentils;Rice_white_with_carrots_dark_green_vegetables_and_tomatoes_andor_tomato_based_sauce_fat_added_in_cooking
Rice white with dark green vegetables NS as to fat added in cooking	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.86329411764706	0	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_Mixtures_mainly_grain_pasta_or_bread;L5_Rice_with_vegetables_or_lentils;Rice_white_with_dark_green_vegetables_NS_as_to_fat_added_in_cooking
Rice white with other vegetables fat added in cooking	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.42861176470588	0	0	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_Mixtures_mainly_grain_pasta_or_bread;L5_Rice_with_vegetables_or_lentils;Rice_white_with_other_vegetables_fat_added_in_cooking
Rice white with other vegetables fat not added in cooking	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.435125	0	0	0	0	0	0	0	0	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_Mixtures_mainly_grain_pasta_or_bread;L5_Rice_with_vegetables_or_lentils;Rice_white_with_other_vegetables_fat_not_added_in_cooking
Rice white with other vegetables NS as to fat added in cooking	0	0	0	0	0	0	0	0	0	2.85722352941176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_Mixtures_mainly_grain_pasta_or_bread;L5_Rice_with_vegetables_or_lentils;Rice_white_with_other_vegetables_NS_as_to_fat_added_in_cooking
Rice white with peas and carrots fat not added in cooking	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.88517647058824	0	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_Mixtures_mainly_grain_pasta_or_bread;L5_Rice_with_vegetables_or_lentils;Rice_white_with_peas_and_carrots_fat_not_added_in_cooking
Rice white with peas fat added in cooking	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.37505882352941	0	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_Mixtures_mainly_grain_pasta_or_bread;L5_Rice_with_vegetables_or_lentils;Rice_white_with_peas_fat_added_in_cooking
Rice white with peas fat not added in cooking	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.16752941176471	0	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_Mixtures_mainly_grain_pasta_or_bread;L5_Rice_with_vegetables_or_lentils;Rice_white_with_peas_fat_not_added_in_cooking
Rice white with tomatoes andor tomato based sauce fat not added in cooking	0	0	0	0	4.21694117647059	2.81129411764706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.702823529411765	0	0	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_Mixtures_mainly_grain_pasta_or_bread;L5_Rice_with_vegetables_or_lentils;Rice_white_with_tomatoes_andor_tomato_based_sauce_fat_not_added_in_cooking
Rice white with tomatoes andor tomato based sauce NS as to fat added in cooking	1.51463529411765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.05854117647059	0	2.27195294117647	0	0	0	0	0	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_Mixtures_mainly_grain_pasta_or_bread;L5_Rice_with_vegetables_or_lentils;Rice_white_with_tomatoes_andor_tomato_based_sauce_NS_as_to_fat_added_in_cooking
Rice with beans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.609274235294118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_Mixtures_mainly_grain_pasta_or_bread;L5_Rice_with_vegetables_or_lentils;Rice_with_beans
Pasta with tomato sauce and cheese canned	0	0	3.92175	0	0	0	0	0	0	0	0	0	0	18.955125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_Mixtures_mainly_grain_pasta_or_bread;L5_Spaghetti;Pasta_with_tomato_sauce_and_cheese_canned
Pasta with tomato sauce and meat or meatballs canned	0	0	4.54571470588235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_Mixtures_mainly_grain_pasta_or_bread;L5_Spaghetti;Pasta_with_tomato_sauce_and_meat_or_meatballs_canned
Spaghetti with tomato sauce and meatballs or spaghetti with meat sauce or spaghetti with meat sauce and meatballs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.19995294117647	8.39990588235294	0	0	6.29992941176471	0	0	0	0	0	8.39990588235294	0	0	0	0	0	0	0	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_Mixtures_mainly_grain_pasta_or_bread;L5_Spaghetti;Spaghetti_with_tomato_sauce_and_meatballs_or_spaghetti_with_meat_sauce_or_spaghetti_with_meat_sauce_and_meatballs
Spaghetti with tomato sauce and meatballs or spaghetti with meat sauce or spaghetti with meat sauce and meatballs W O FAT	0	3.22245	0	0	0	0	0	0	0	0	0	0	0	0	0	8.08771764705882	0	0	2.02192941176471	0	0	6.06578823529412	0	0	0	0	0	6.06578823529412	0	0	0	0	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_Mixtures_mainly_grain_pasta_or_bread;L5_Spaghetti;Spaghetti_with_tomato_sauce_and_meatballs_or_spaghetti_with_meat_sauce_or_spaghetti_with_meat_sauce_and_meatballs_W_O_FAT
Spaghetti with tomato sauce and meatballs whole wheat noodles or spaghetti with meat sauce whole wheat noodles or spaghetti with meat sauce and meatballs whole wheat noodles	0	0	0	0	7.73176470588235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_Mixtures_mainly_grain_pasta_or_bread;L5_Spaghetti;Spaghetti_with_tomato_sauce_and_meatballs_whole_wheat_noodles_or_spaghetti_with_meat_sauce_whole_wheat_noodles_or_spaghetti_with_meat_sauce_and_meatballs_whole_wheat_noodles
Spaghetti with tomato sauce and vegetables	0	3.122475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_Mixtures_mainly_grain_pasta_or_bread;L5_Spaghetti;Spaghetti_with_tomato_sauce_and_vegetables
Spaghetti with tomato sauce meatless W O FAT	0	0	0	0	0	0	0	4.68829411764706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.62595294117647	0	0	0	0	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_Mixtures_mainly_grain_pasta_or_bread;L5_Spaghetti;Spaghetti_with_tomato_sauce_meatless_W_O_FAT
Stuffed shells cheese filled with tomato sauce meatless	0	0	0	0	0	0	0	0	0	1.572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_Mixtures_mainly_grain_pasta_or_bread;L5_Stuffed_shells_or_tortellini;Stuffed_shells_cheese_filled_with_tomato_sauce_meatless
Tortellini cheese filled meatless with tomato sauce	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.575	0	0	0	0	0	0	0	0	0	0	0	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_Mixtures_mainly_grain_pasta_or_bread;L5_Stuffed_shells_or_tortellini;Tortellini_cheese_filled_meatless_with_tomato_sauce
Tortellini cheese filled no sauce	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.71705882352941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_Mixtures_mainly_grain_pasta_or_bread;L5_Stuffed_shells_or_tortellini;Tortellini_cheese_filled_no_sauce
Rice pilaf	0	0	0	0	0	0	0	0	0	8.62927941176471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_Mixtures_mainly_grain_pasta_or_bread;L5_Stuffed_vegetables_with_rice;Rice_pilaf
Rice pilaf W O FAT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.51382352941176	0	0	0	0	3.61105882352941	0	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_Mixtures_mainly_grain_pasta_or_bread;L5_Stuffed_vegetables_with_rice;Rice_pilaf_W_O_FAT
Sushi with vegetables and seafood	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.24329411764706	0	0	3.98381176470588	2.89731764705882	0	0	0	5.07030588235294	0	0	0	4.34597647058824	3.25948235294118	5.07030588235294	0	0	0	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_Mixtures_mainly_grain_pasta_or_bread;L5_Sushi;Sushi_with_vegetables_and_seafood
Sushi with vegetables rolled in seaweed	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_Mixtures_mainly_grain_pasta_or_bread;L5_Sushi;Sushi_with_vegetables_rolled_in_seaweed
Tabbouleh bulgar with tomatoes and parsley 	0	0	0	0	0	0	0	0	0	0	0	0	0	1.05505882352941	3.16517647058824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_Mixtures_mainly_grain_pasta_or_bread;L5_Tabbouleh_bulgar;Tabbouleh_bulgar_with_tomatoes_and_parsley_
Soft taco with chicken	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.19756470588235	0	0	0	0	0	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_Mixtures_mainly_grain_pasta_or_bread;L5_Taco_or_tostada;Soft_taco_with_chicken
Soft taco with meat	0	8.38741875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.69332941176471	0	0	0	0	0	0	0	0	0	0	0	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_Mixtures_mainly_grain_pasta_or_bread;L5_Taco_or_tostada;Soft_taco_with_meat
Soft taco with meat and sour cream	0	0	0	0	14.5003588235294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_Mixtures_mainly_grain_pasta_or_bread;L5_Taco_or_tostada;Soft_taco_with_meat_and_sour_cream
Taco or tostada salad with meat	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.44638235294118	0	0	0	0	0	0	0	0	0	0	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_Mixtures_mainly_grain_pasta_or_bread;L5_Taco_or_tostada;Taco_or_tostada_salad_with_meat
Taco or tostada with chicken and sour cream	0	0	0	0	0	0	0	0	0	0	0	0	0	6.09225882352941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_Mixtures_mainly_grain_pasta_or_bread;L5_Taco_or_tostada;Taco_or_tostada_with_chicken_and_sour_cream
Taco or tostada with meat and beans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.7096323529412	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_Mixtures_mainly_grain_pasta_or_bread;L5_Taco_or_tostada;Taco_or_tostada_with_meat_and_beans
Tamale with meat	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.95209411764706	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_Mixtures_mainly_grain_pasta_or_bread;L5_Tamale;Tamale_with_meat
Puffs fried crab meat and cream cheese filled	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.65951764705882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_Mixtures_mainly_grain_pasta_or_bread;L5_Won_ton;Puffs_fried_crab_meat_and_cream_cheese_filled
Won ton wonton fried filled with meat poultry or seafood	0	1.27715625	0	2.91921428571429	0	1.89794117647059	0	0	1.60270588235294	0	0	0	0	0	0	0	0	0	1.26529411764706	0	0	0	1.20202941176471	0	0	0	0	0	0	0	0	0	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_Mixtures_mainly_grain_pasta_or_bread;L5_Won_ton;Won_ton_wonton_fried_filled_with_meat_poultry_or_seafood
Won ton wonton fried filled with meat poultry or seafood and vegetable	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.89794117647059	0	0	0	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Mixtures_mainly_grain_pasta_or_bread;L4_Mixtures_mainly_grain_pasta_or_bread;L5_Won_ton;Won_ton_wonton_fried_filled_with_meat_poultry_or_seafood_and_vegetable
Chicken or turkey noodle soup canned or ready to serve	0	0	1.35668823529412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.35668823529412	0	0	0	0.904458823529412	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Soups_with_grain_product_as_major_ingredient;L4_;L5_;Chicken_or_turkey_noodle_soup_canned_or_ready_to_serve
Chicken or turkey noodle soup home recipe	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.64962352941176	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Soups_with_grain_product_as_major_ingredient;L4_;L5_;Chicken_or_turkey_noodle_soup_home_recipe
Chicken or turkey rice soup canned or ready to serve	0	0	0	0	0	0	0	0	2.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8075	0	0	1.8075	0	0	0	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;L3_Soups_with_grain_product_as_major_ingredient;L4_;L5_;Chicken_or_turkey_rice_soup_canned_or_ready_to_serve
